0step	0.0	0.0
0.0	8.58203	8.38336	8.17951	7.97016	7.75524	7.53477	7.30909	7.07881	6.84451	6.60722	6.88189	6.67095	6.46081	6.25287	6.04845	5.84915	5.65639	5.47155	5.29594	5.13053	4.5224	4.38541	4.26026	4.14663	4.04386	3.9511	3.86732	3.79145	3.72247	3.65942	3.61175	3.5407	3.47516	3.41429	3.3574	3.30394	3.25347	3.20556	3.1599	3.11622	4.06715	4.02684	3.98759	3.94926	3.91176	3.87504	3.83903	3.80366	3.7689	3.73475	2.68374	2.29244	1.96226	1.68876	1.46493	1.28308	1.13581	1.01667	0.920377	0.842638	0.926925	0.877673	0.837942	0.80585	0.779859	0.758719	0.741443	0.727249	0.715512	0.705732	0.876035	0.866843	0.858963	0.852125	0.846119	0.840783	0.835988	0.831625	0.827611	0.823878	1.28051	1.26807	1.25737	1.24791	1.23936	1.23152	1.22424	1.21741	1.21095	1.20479	1.20396	1.19747	1.19143	1.18575	1.18034	1.17515	1.17015	1.16529	1.16056	1step	1.15595	2.13097
1.15595	3.08738	2.95333	2.84089	2.74456	2.66081	2.58728	2.52217	2.46418	2.41225	2.36551	2.9489	2.9002	2.85595	2.81549	2.77828	2.74389	2.71199	2.68224	2.65438	2.62817	2.28982	2.2716	2.2544	2.23805	2.22244	2.20745	2.19299	2.179	2.16543	2.15223	2.09908	2.0766	2.05535	2.03516	2.01591	1.99748	1.97977	1.96271	1.94624	1.93029	2.78589	2.76272	2.74065	2.71944	2.69894	2.67901	2.65957	2.64055	2.62191	2.60361	1.64564	1.30348	1.05258	0.87272	0.744804	0.653585	0.587931	0.54007	0.504708	0.478278	0.58258	0.567867	0.556523	0.547665	0.540654	0.535019	0.530412	0.526577	0.523326	0.520518	0.65955	0.655814	0.652604	0.649789	0.647273	0.644986	0.642877	0.640907	0.639046	0.637269	0.959725	0.951371	0.944468	0.938581	0.933436	0.928843	0.924672	0.920825	0.917236	0.913852	0.923782	0.919791	0.916189	0.912858	0.909719	0.90672	0.903829	0.901021	0.898278	2step	0.895586	1.50406
0.895586	2.04853	1.96154	1.89171	1.83434	1.78643	1.74582	1.71103	1.68091	1.65459	1.63141	2.14231	2.11319	2.08716	2.06367	2.04227	2.02262	2.00444	1.98752	1.97169	1.95677	1.67032	1.65875	1.64789	1.63759	1.62774	1.61827	1.60911	1.60023	1.59159	1.58316	1.49784	1.48519	1.47326	1.46194	1.45116	1.44086	1.43098	1.42148	1.41233	1.4035	2.13599	2.11811	2.10132	2.08539	2.07015	2.0555	2.04135	2.02763	2.0143	2.00131	1.0669	0.813431	0.651326	0.54855	0.482291	0.438329	0.408201	0.386981	0.371681	0.360442	0.462362	0.455211	0.449709	0.445379	0.441892	0.439014	0.43658	0.434472	0.432606	0.430921	0.554184	0.551572	0.549325	0.547344	0.545558	0.543919	0.542391	0.540947	0.539568	0.538242	0.792992	0.786541	0.781251	0.7768	0.772965	0.769591	0.766559	0.763789	0.761217	0.7588	0.770993	0.768127	0.765553	0.763173	0.760926	0.758772	0.756686	0.754652	0.75266	3step	0.7507	1.13433
0.7507	1.46263	1.41101	1.37059	1.33813	1.31156	1.28945	1.27077	1.25478	1.24092	1.22879	1.66978	1.65106	1.63451	1.61968	1.60624	1.59394	1.58257	1.57198	1.56206	1.55271	1.29855	1.29045	1.28304	1.27616	1.2697	1.26358	1.25772	1.2521	1.24667	1.24142	1.17082	1.16353	1.15677	1.15048	1.14456	1.13896	1.13364	1.12856	1.12369	1.119	1.734	1.7201	1.70729	1.69532	1.68403	1.6733	1.66305	1.6532	1.6437	1.63451	0.706422	0.548263	0.454928	0.39813	0.361967	0.337914	0.321355	0.309667	0.301244	0.295062	0.387739	0.382805	0.37901	0.376004	0.373553	0.371497	0.369725	0.368158	0.366743	0.365438	0.481102	0.478921	0.477071	0.475453	0.473998	0.472662	0.471413	0.47023	0.469098	0.468004	0.687013	0.681275	0.6767	0.672941	0.669758	0.666988	0.664519	0.662269	0.660182	0.658219	0.671089	0.668763	0.666641	0.664656	0.662766	0.66094	0.659163	0.657423	0.655715	4step	0.65403	0.915787
0.65403	1.13155	1.10008	1.07579	1.05649	1.04081	1.02782	1.01687	1.00751	0.999397	0.992272	1.37565	1.3622	1.35045	1.34001	1.33063	1.32208	1.31422	1.30691	1.30006	1.2936	1.07414	1.06779	1.06215	1.05704	1.05233	1.04795	1.04383	1.03991	1.03616	1.03255	0.984462	0.979399	0.9748	0.970574	0.966647	0.962965	0.959486	0.956175	0.953007	0.949959	1.46695	1.45523	1.44459	1.43479	1.42568	1.41711	1.40901	1.40129	1.39389	1.38677	0.511007	0.408638	0.348394	0.311393	0.287703	0.272014	0.261354	0.25395	0.248702	0.244902	0.325235	0.321313	0.318364	0.316063	0.314203	0.312648	0.311307	0.310118	0.309036	0.308034	0.418974	0.417039	0.415447	0.41408	0.412869	0.411767	0.410741	0.409773	0.408845	0.407949	0.600689	0.595363	0.591323	0.588113	0.585453	0.583164	0.581132	0.579279	0.577554	0.575922	0.588624	0.586615	0.584773	0.583043	0.581391	0.579792	0.578236	0.57671	0.575208	5step	0.573726	0.770356
0.573726	0.927294	0.905088	0.888224	0.875004	0.864365	0.855622	0.848299	0.842062	0.836661	0.83191	1.16755	1.15708	1.14808	1.14019	1.13316	1.12679	1.12096	1.11556	1.1105	1.10572	0.919938	0.914493	0.909794	0.905646	0.901909	0.898487	0.895311	0.892327	0.889498	0.886795	0.855157	0.851112	0.847493	0.844202	0.841169	0.838341	0.835677	0.833146	0.830724	0.828393	1.26578	1.25543	1.2462	1.23782	1.23013	1.22298	1.21628	1.20995	1.20392	1.19814	0.393463	0.31943	0.275881	0.249382	0.232749	0.222021	0.214927	0.210123	0.206786	0.204403	0.272074	0.268816	0.266442	0.264632	0.263194	0.262005	0.260983	0.260078	0.259253	0.258486	0.364591	0.362808	0.36139	0.360203	0.359167	0.358234	0.357372	0.35656	0.355784	0.355033	0.525048	0.520192	0.516681	0.513972	0.511763	0.509873	0.508196	0.506664	0.505231	0.503869	0.515733	0.513974	0.512371	0.510868	0.509434	0.508047	0.506694	0.505369	0.504065	6step	0.502777	0.66116
0.502777	0.783581	0.766041	0.753015	0.742995	0.735062	0.728622	0.72328	0.71876	0.714858	0.711428	1.00729	0.998833	0.991677	0.985483	0.980011	0.975088	0.970587	0.966418	0.962511	0.958813	0.803145	0.798261	0.794164	0.790631	0.787512	0.784701	0.782123	0.779725	0.777467	0.77532	0.753777	0.750306	0.747239	0.744475	0.741944	0.739594	0.737385	0.735287	0.733278	0.731341	1.10359	1.09435	1.08625	1.07901	1.07245	1.06641	1.06079	1.05552	1.05052	1.04576	0.310398	0.253879	0.221454	0.202297	0.190647	0.183358	0.178665	0.175553	0.173421	0.171909	0.228006	0.225233	0.223288	0.221851	0.220733	0.21982	0.219043	0.218357	0.217732	0.217149	0.317364	0.315698	0.314424	0.313384	0.312494	0.311702	0.310976	0.310296	0.309646	0.309018	0.459415	0.455042	0.452021	0.449755	0.447934	0.446388	0.445016	0.443759	0.442579	0.441455	0.452011	0.450481	0.449094	0.4478	0.446569	0.44538	0.444222	0.443088	0.441972	7step	0.44087	0.573987
0.44087	0.673261	0.65886	0.648405	0.640525	0.63439	0.629476	0.625439	0.62204	0.619112	0.616534	0.878969	0.872062	0.866296	0.861351	0.857008	0.853114	0.849556	0.846259	0.843162	0.840222	0.710069	0.705615	0.701968	0.698886	0.696211	0.69383	0.691669	0.689672	0.687801	0.686027	0.670177	0.667075	0.664366	0.661945	0.65974	0.6577	0.655785	0.65397	0.652232	0.650557	0.969628	0.961352	0.954225	0.947957	0.94234	0.937224	0.932498	0.928081	0.923913	0.919946	0.247127	0.204167	0.18039	0.166811	0.15879	0.153891	0.150791	0.148758	0.147372	0.146388	0.192576	0.190201	0.188605	0.187464	0.186597	0.185899	0.185309	0.184788	0.184312	0.183866	0.277297	0.27574	0.274596	0.273691	0.272935	0.272272	0.27167	0.271108	0.270573	0.270057	0.403805	0.399861	0.397247	0.395337	0.393823	0.392546	0.391416	0.390381	0.389409	0.38848	0.397542	0.396224	0.395041	0.393945	0.392905	0.391903	0.390928	0.389971	0.389027	8step	0.388096	0.502917
0.388096	0.585397	0.573537	0.565099	0.558842	0.554031	0.550212	0.547091	0.544469	0.542211	0.540217	0.774725	0.769039	0.764343	0.760346	0.75685	0.753723	0.750866	0.748214	0.745717	0.743339	0.633781	0.629691	0.626413	0.623691	0.621357	0.619302	0.617451	0.61575	0.614164	0.612663	0.599729	0.596922	0.594499	0.592353	0.590411	0.588621	0.586946	0.58536	0.58384	0.582375	0.858028	0.850622	0.844358	0.838928	0.834116	0.829775	0.825793	0.82209	0.818606	0.815298	0.199453	0.167305	0.150093	0.140532	0.13501	0.131687	0.129605	0.128243	0.127312	0.126644	0.164652	0.162616	0.161313	0.160415	0.159748	0.159217	0.15877	0.158374	0.15801	0.157669	0.244082	0.242638	0.241618	0.240838	0.240202	0.239652	0.239156	0.238695	0.238257	0.237834	0.3575	0.353875	0.351582	0.349956	0.348691	0.347634	0.346703	0.345851	0.34505	0.344283	0.352006	0.35086	0.349848	0.348919	0.348044	0.347204	0.346388	0.34559	0.344805	9step	0.34403	0.44481
0.34403	0.514547	0.5048	0.497977	0.492979	0.489174	0.486171	0.483721	0.48166	0.479879	0.478301	0.689672	0.684892	0.680984	0.677679	0.674801	0.672229	0.669881	0.667697	0.665638	0.663672	0.570328	0.566556	0.563591	0.561166	0.559113	0.557322	0.555718	0.554251	0.552885	0.551596	0.540203	0.537634	0.535443	0.53352	0.531791	0.530203	0.528719	0.527316	0.525972	0.524676	0.764953	0.75833	0.752823	0.748117	0.743995	0.740307	0.736946	0.733834	0.730913	0.72814	0.164569	0.140489	0.127909	0.121049	0.117134	0.114796	0.113334	0.112375	0.111713	0.111232	0.142902	0.14115	0.140078	0.139362	0.138841	0.138429	0.138081	0.137771	0.137485	0.137214	0.216701	0.215367	0.214463	0.213792	0.213254	0.212796	0.212385	0.212004	0.211641	0.21129	0.319227	0.315839	0.313795	0.312392	0.311324	0.310441	0.309668	0.308963	0.3083	0.307665	0.314185	0.313184	0.312317	0.311529	0.310792	0.310089	0.309407	0.30874	0.308085	10step	0.307438	0.397026
