0.0	0.0	0.0
4.03340030791	1.8940139157	4.20222571175
6.61124308395	2.9965033611	15.9930361166
12.3613986846	5.33899377867	53.4546323479
25.0274792634	10.8831079621	88.8953369291
6.26880209941	2.75727219303	13.0129036663
12.696087591	5.37359471888	56.0797432921
24.8893256044	10.8088486214	88.7246535127
4.99734794827	2.2011474682	6.17873967365
1.91846108752	0.858746275922	0.658837987301
13.873238942	4.20344337825	75.2679729637
23.0602787359	10.3430956292	86.1097835734
1.86101957402	0.822314619565	0.556427937462
13.3650709903	4.02234149162	72.1786031269
22.3420327949	10.5564156923	84.0172048884
